Species	Gene	Gene_symbol	Start	End	Strand	Class	gene_family_symbol	in_palindrome	palindrome_name
GorGor	coagulation factor VIII associated 3	F8A3	167059435	167061198	-	AMPLICONIC	F8A2	yes	Q30B
GorGor	granulocyte-macrophage colony-stimulating factor receptor subunit alpha	LOC129530148	10680927	10726793	+	PAR	CSF2RA	no	
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC101136299	12355061	12356167	-	AMPLICONIC	SPANXA1	yes	Q1.1A
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC129530063	12552407	12553759	+	AMPLICONIC	SPANXA1	yes	Q2.3B
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC129530062	12801226	12802579	+	AMPLICONIC	SPANXA1	yes	Q2.4B
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC129530061	13051112	13052255	+	AMPLICONIC	SPANXA1	no	
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC129530067	13289922	13291040	+	AMPLICONIC	SPANXA1	no	
GorGor	protein kinase cAMP-dependent X-linked catalytic subunit	LOC101127525	13859568	13968596	-	ANCESTRAL	TBL1X	no	
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC101135574	14084049	14085551	-	AMPLICONIC	SPANXA1	no	
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC129530069	14328099	14329793	-	AMPLICONIC	SPANXA1	no	
GorGor	variable charge X-linked-like	LOC129529790	17003459	17004248	-	ANCESTRAL	VCX2	no	
GorGor	variable charge X-linked-like	LOC115932241	18318980	18320131	+	ANCESTRAL	VCX2	no	
GorGor	variable charge X-linked-like	LOC101136398	18637821	18639569	-	ANCESTRAL	VCX2	no	
GorGor	variable charge X-linked-like	LOC115932281	18934879	18935727	+	ANCESTRAL	VCX2	no	
GorGor	melanoma-associated antigen B10	LOC101152062	38332737	38359504	+	ANCESTRAL	MAGEB18	no	
GorGor	melanoma-associated antigen B10-like	LOC109024653	38335830	38338809	+	ANCESTRAL	MAGEB18	no	
GorGor	melanoma-associated antigen B4	LOC101126547	40758810	40760230	+	ANCESTRAL	MAGEB18	no	
GorGor	histone H2A-like 3	LOC129529901	48351681	48352392	+	ANCESTRAL	H2AB3	no	
GorGor	putative protein SSX6	LOC101140047	58510079	58521009	-	ANCESTRAL	SSX4B	no	
GorGor	protein SSX5	LOC109024635	58566449	58577678	-	ANCESTRAL	SSX4B	no	
GorGor	protein SSX1-like	LOC101151343	58634433	58646702	+	ANCESTRAL	SSX4B	no	
GorGor	putative protein SSX9	LOC115930166	58664798	58672792	-	AMPLICONIC	SSX4B	no	
GorGor	protein SSX3	LOC129523569	58716843	58727180	-	AMPLICONIC	SSX4B	no	
GorGor	protein SSX4-like	LOC115930107	58772438	58781679	-	AMPLICONIC	SSX4B	yes	Q3A
GorGor	G antigen 10	LOC101132076	59679425	59694610	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D-like	LOC129529765	59696680	59704028	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D-like	LOC129529767	59706203	59713555	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D-like	LOC129529768	59715730	59723090	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D-like	LOC129529769	59725270	59732619	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D-like	LOC129529770	59734805	59742180	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D	LOC129529771	59744335	59751700	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D	LOC101132445	59753865	59761239	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D-like	LOC129529773	59763413	59770780	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D-like	LOC129529774	59772936	59780294	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D-like	LOC129529775	59782480	59789849	+	ANCESTRAL	GAGE1	no	
GorGor	G antigen 2D-like	LOC129529807	59792019	59819484	+	ANCESTRAL	GAGE1	no	
GorGor	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC101141171	61691095	61698108	-	ANCESTRAL	NUDT10	no	
GorGor	centromere protein V-like protein 1	LOC101145832	61864022	61865696	-	AMPLICONIC	CENPVL2	yes	Q4A
GorGor	centromere protein V-like protein 1	LOC101142669	61893485	61895135	+	AMPLICONIC	CENPVL2	yes	Q4B
GorGor	putative uncharacterized protein FLJ39060	LOC115932410	62240509	62241913	-	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q5A
GorGor	melanoma-associated antigen D4	LOC101146541	62249484	62257746	-	AMPLICONIC	MAGED1	yes	Q5A
GorGor	melanoma-associated antigen D4	LOC101144987	62360254	62368514	+	AMPLICONIC	MAGED1	no	
GorGor	putative uncharacterized protein FLJ39060	LOC101147372	62376076	62379260	+	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q5B
GorGor	X antigen family member 1	LOC115932194	62664011	62669079	+	AMPLICONIC	XAGE1A	yes	Q6A
GorGor	X antigen family member 1	LOC101148088	62680283	62685351	-	AMPLICONIC	XAGE1A	no	
GorGor	X antigen family member 5-like	LOC115932311	62713459	62726293	+	AMPLICONIC	GAGE1	yes	Q6B
GorGor	protein SSX2	LOC101153153	62823559	62833948	-	AMPLICONIC	SSX4B	yes	Q7A
GorGor	protein SSX2	LOC129529923	62876872	62915482	+	AMPLICONIC	SSX4B	yes	Q7B
GorGor	sperm protein associated with the nucleus on the X chromosome N2	LOC101152064	62921841	62923140	-	AMPLICONIC	SPANXA1	no	
GorGor	protein FAM156A/FAM156B	LOC101125357	63056703	63086157	-	AMPLICONIC	FAM156B	yes	Q8B
GorGor	melanoma-associated antigen D2	LOC101137992	64921852	64930269	+	ANCESTRAL	MAGED1	no	
GorGor	trophinin	LOC101139594	64998787	65009635	+	ANCESTRAL	MAGED1	no	
GorGor	X antigen family member 3	LOC101145105	65231931	65243965	+	ANCESTRAL	GAGE1	no	
GorGor	spindlin-2	LOC101152665	67278736	67280607	-	ANCESTRAL	SPIN2A	no	
GorGor	spindlin-2	LOC115932047	67294124	67295995	-	ANCESTRAL	SPIN2A	no	
GorGor	spindlin-2-like	LOC129529676	67309779	67311363	-	ANCESTRAL	SPIN2A	no	
GorGor	zinc finger X-linked protein ZXDB-like	LOC101125479	68078899	68108384	-	ANCESTRAL	ZXDA	no	
GorGor	uncharacterized protein CXorf49-like	LOC101141782	83503744	83507464	-	ANCESTRAL	CXorf49B	no	
GorGor	uncharacterized protein CXorf49	LOC101143628	83508209	83512195	+	ANCESTRAL	CXorf49B	no	
GorGor	doublesex- and mab-3-related transcription factor C1	LOC129530010	84611044	84684493	-	AMPLICONIC	DMRTC1B	yes	Q11B
GorGor	protein FAM236A	LOC115932941	84678658	84679545	+	AMPLICONIC	FAM236C	yes	Q11B
GorGor	protein ARMCX6-like	LOC101141783	113376541	113377738	+	ANCESTRAL	ARMCX2	no	
GorGor	protein ARMCX6	LOC101138121	113394142	113397033	-	ANCESTRAL	ARMCX2	no	
GorGor	nuclear RNA export factor 2	LOC101143267	113609596	113620813	-	ANCESTRAL	NXF2	no	
GorGor	T-complex protein 11-like X-linked protein 2	LOC101145835	113995827	114010010	+	AMPLICONIC	TCP11X2	yes	Q13A
GorGor	nuclear RNA export factor 2	LOC129523474	114041700	114106257	+	AMPLICONIC	NXF2	yes	Q13A
GorGor	nuclear RNA export factor 2	LOC101145461	114140054	114204716	-	AMPLICONIC	NXF2	yes	Q13B
GorGor	T-complex protein 11-like X-linked protein 2	LOC129530096	114236392	114250594	-	AMPLICONIC	TCP11X2	yes	Q13B
GorGor	nuclear RNA export factor 2-like	LOC101146896	114339860	114348634	+	ANCESTRAL	NXF2	no	
GorGor	ras-related protein Rab-40A-like	LOC109024738	114559138	114734406	+	ANCESTRAL	RAB40A	no	
GorGor	histone H2B type F-M-like	LOC101145971	115754319	115775279	+	ANCESTRAL	H2BW2	no	
GorGor	thymosin beta-15A	LOC101142541	115754334	115766655	+	ANCESTRAL	TMSB15B	no	
GorGor	thymosin beta-15A-like	LOC101143138	115793331	115847283	-	ANCESTRAL	TMSB15B	no	
GorGor	histone H2B type F-M	LOC101145599	115795053	115800221	-	ANCESTRAL	H2BW2	no	
GorGor	histone H2B type W-T	LOC101143505	115815994	115823590	+	ANCESTRAL	H2BW2	no	
GorGor	rhox homeobox family member 2	LOC115932259	131775950	131781434	-	AMPLICONIC	RHOXF2B	yes	Q15A
GorGor	rhox homeobox family member 2	LOC101146547	131863973	131869463	+	AMPLICONIC	RHOXF2B	yes	Q15B
GorGor	cancer/testis antigen 47A-like	LOC115932251	132579778	132583158	-	ANCESTRAL	CT47C1	no	
GorGor	cancer/testis antigen 47A	LOC101125118	132584672	132588038	-	ANCESTRAL	CT47C1	no	
GorGor	cancer/testis antigen 47A-like	LOC115932294	132589553	132592919	-	ANCESTRAL	CT47C1	no	
GorGor	cancer/testis antigen 47A-like	LOC115932289	132594434	132597799	-	ANCESTRAL	CT47C1	no	
GorGor	cancer/testis antigen 47A-like	LOC115932301	132599315	132602638	-	ANCESTRAL	CT47C1	no	
GorGor	cancer/testis antigen 47A-like	LOC129529693	132604193	132607528	-	ANCESTRAL	CT47C1	no	
GorGor	cancer/testis antigen 47A-like	LOC129529694	132609083	132612461	-	ANCESTRAL	CT47C1	no	
GorGor	cancer/testis antigen family 47 member B1	LOC101124756	132613976	132617287	-	ANCESTRAL	CT47C1	no	
GorGor	cancer/testis antigen family 47 member B1	LOC129529695	132618813	132622173	-	ANCESTRAL	CT47C1	no	
GorGor	cancer/testis antigen 47A	LOC115932226	132625023	132627066	-	ANCESTRAL	CT47C1	no	
GorGor	uncharacterized LOC101139234	LOC101139234	146757143	146771742	+	ANCESTRAL	SMIM10L2A	no	
GorGor	small integral membrane protein 10-like protein 2A	LOC109024768	146870050	146877589	-	ANCESTRAL	SMIM10L2A	no	
GorGor	embryonic testis differentiation protein homolog B	LOC115932285	147030406	147031994	+	ANCESTRAL	ETDA	no	
GorGor	sarcoma antigen 1-like	LOC101144735	147400812	147417342	+	ANCESTRAL	SAGE1	no	
GorGor	cancer/testis antigen family 45 member A6-like	LOC115932143	147502478	147517296	+	AMPLICONIC	CT45A8	yes	Q18.1A
GorGor	cancer/testis antigen family 45 member A6	LOC115932144	147526351	147534992	+	AMPLICONIC	CT45A8	yes	Q18.1A
GorGor	cancer/testis antigen family 45 member A6	LOC115932146	147570628	147579083	-	AMPLICONIC	CT45A8	yes	Q18.1B
GorGor	cancer/testis antigen family 45 member A6	LOC101145464	147586733	147600705	-	ANCESTRAL	CT45A8	no	
GorGor	putative MAGE domain-containing protein MAGEA13P	LOC109024728	150190505	150191557	+	ANCESTRAL	MAGEB18	no	
GorGor	uncharacterized LOC115932372	LOC115932372	151725992	151726778	+	ANCESTRAL	uncharacterized LOC129476473	no	
GorGor	sperm protein associated with the nucleus on the X chromosome A-like	LOC115932322	152716812	152718120	-	AMPLICONIC	SPANXA1	yes	Q19.1B
GorGor	sperm protein associated with the nucleus on the X chromosome A	LOC101137030	152722589	152723906	+	AMPLICONIC	SPANXA1	yes	Q19.1B
GorGor	large ribosomal subunit protein eL42-like	LOC134757904	152851861	152852559	+	ANCESTRAL	RPL36A-HNRNPH2	no	
GorGor	sperm protein associated with the nucleus on the X chromosome A-like	LOC129529678	153274797	153276291	-	AMPLICONIC	SPANXA1	yes	Q19.4A
GorGor	sperm protein associated with the nucleus on the X chromosome A-like	LOC115932784	153280401	153281892	+	AMPLICONIC	SPANXA1	yes	Q19.4A
GorGor	sperm protein associated with the nucleus on the X chromosome A-like	LOC115932783	153388890	153390366	-	ANCESTRAL	SPANXA1	no	
GorGor	melanoma-associated antigen C2	LOC101137392	153901404	153904405	-	ANCESTRAL	MAGEB18	no	
GorGor	sperm protein associated with the nucleus on the X chromosome N4	LOC101138507	154715147	154724084	+	AMPLICONIC	SPANXA1	no	
GorGor	sperm protein associated with the nucleus on the X chromosome N3	LOC101140413	155203280	155212286	-	ANCESTRAL	SPANXA1	no	
GorGor	sperm protein associated with the nucleus on the X chromosome N2-like	LOC101141178	155403491	155412166	-	ANCESTRAL	SPANXA1	no	
GorGor	sperm protein associated with the nucleus on the X chromosome N1	LOC115932374	156897901	156907110	+	ANCESTRAL	SPANXA1	no	
GorGor	melanoma-associated antigen 9	LOC129530018	161251221	161257000	-	AMPLICONIC	MAGEB18	yes	Q23A
GorGor	heat shock transcription factor, X-linked	LOC101150369	161262051	161264246	-	AMPLICONIC	HSFX3	no	
GorGor	transmembrane protein 185A-like	LOC129530020	161266102	161270121	-	AMPLICONIC	TMEM185A	no	
GorGor	melanoma-associated antigen 11	LOC101151835	161340699	161346582	+	AMPLICONIC	MAGEB18	no	
GorGor	heat shock transcription factor, X-linked	LOC129530021	161451300	161453494	+	AMPLICONIC	HSFX3	yes	Q23B
GorGor	melanoma-associated antigen 8	LOC129529929	161556073	161560724	+	AMPLICONIC	MAGEB18	no	
GorGor	melanoma-associated antigen 3	LOC129529976	164381206	164384846	+	AMPLICONIC	MAGEB18	yes	Q25A
GorGor	chondrosarcoma-associated gene 2/3 protein	LOC129529977	164390797	164391874	-	AMPLICONIC	CSAG1	yes	Q25A
GorGor	melanoma-associated antigen 2	LOC129529978	164397067	164401096	+	AMPLICONIC	MAGEB18	no	
GorGor	melanoma-associated antigen 2	LOC129529983	164426196	164430223	-	AMPLICONIC	MAGEB18	yes	Q25B
GorGor	melanoma-associated antigen 3	LOC129529986	164442448	164446088	-	AMPLICONIC	MAGEB18	yes	Q25B
GorGor	PNMA family member 6A	LOC101147743	164754064	164756715	-	AMPLICONIC	PNMA6E	no	
GorGor	PWWP domain-containing DNA repair factor 4-like	LOC129529856	164802662	164811289	-	AMPLICONIC	PWWP4	yes	Q27A
GorGor	PWWP domain-containing DNA repair factor 4-like	LOC129529857	164948186	164961246	+	AMPLICONIC	PWWP4	yes	Q27B
GorGor	testis-specific protein TEX28	LOC129523516	165849445	165872863	-	ANCESTRAL	TEX28	no	
GorGor	opsin 1, medium wave sensitive 3	OPN1MW3	165875300	165890835	+	AMPLICONIC	OPN1LW	no	
GorGor	cancer/testis antigen 1	LOC101149184	166202852	166204816	+	AMPLICONIC	LAGE3	no	
GorGor	cancer/testis antigen 1	LOC101148825	166228945	166230918	-	AMPLICONIC	LAGE3	yes	Q29B
GorGor	NF-kappa-B essential modulator-like	LOC115932121	166247326	166260939	-	AMPLICONIC	IKBKG	yes	Q29B
GorGor	cancer/testis antigen 2	LOC115932255	166263628	166265306	-	ANCESTRAL	LAGE3	no	
GorGor	histone H2A-Bbd type 2/3	LOC115932133	166504649	166505271	+	ANCESTRAL	H2AB3	no	
GorGor	histone H2A-Bbd type 2/3	LOC101129330	166993398	166994022	+	AMPLICONIC	H2AB3	no	
GorGor	40-kDa huntingtin-associated protein	LOC115932395	166994838	166996521	+	AMPLICONIC	F8A2	no	
GorGor	histone H2A-Bbd type 2/3	LOC115932200	167061934	167062549	-	AMPLICONIC	H2AB3	yes	Q30B
PonPyg	transducin beta like 1 X-linked	TBL1X	9902475	10158774	+	ANCESTRAL	TBL1X	no	
PonPyg	thymosin beta 4 X-linked	TMSB4X	13420341	13422529	+	ANCESTRAL	TMSB15B	no	
PonPyg	MAGE family member B17	MAGEB17	16657652	16662111	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member B18	MAGEB18	26695436	26697834	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member B5	MAGEB5	26777945	26780168	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member B2	MAGEB2	30819481	30824062	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member B3	MAGEB3	30834604	30843540	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member B4	MAGEB4	30847815	30850237	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member B1	MAGEB1	30849629	30857736	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member B16	MAGEB16	36538161	36543215	+	ANCESTRAL	MAGEB18	no	
PonPyg	sperm acrosome associated 5	SPACA5	48812470	48815217	+	ANCESTRAL	SPACA5	no	
PonPyg	PAGE family member 1	PAGE1	50321040	50334220	-	ANCESTRAL	GAGE1	no	
PonPyg	PAGE family member 4	PAGE4	50467309	50472327	+	ANCESTRAL	GAGE1	no	
PonPyg	centromere protein V like 3	CENPVL3	52240762	52242687	-	ANCESTRAL	CENPVL2	no	
PonPyg	MAGE family member D1	MAGED1	52434178	52534679	+	ANCESTRAL	MAGED1	no	
PonPyg	X antigen family member 5	XAGE5	53375509	53381625	+	ANCESTRAL	GAGE1	no	
PonPyg	X antigen family member 3	XAGE3	53401337	53406854	-	ANCESTRAL	GAGE1	no	
PonPyg	family with sequence similarity 156 member B	FAM156B	53463815	53511839	-	AMPLICONIC	FAM156B	yes	Q6B
PonPyg	family with sequence similarity 156 member A	FAM156A	53436600	53452828	+	AMPLICONIC	FAM156B	yes	Q6A
PonPyg	MAGE family member D2	MAGED2	55409849	55418271	+	ANCESTRAL	MAGED1	no	
PonPyg	trophinin	TRO	55553593	55564323	+	ANCESTRAL	MAGED1	no	
PonPyg	PAGE family member 5	PAGE5	55841188	55844934	+	ANCESTRAL	GAGE1	no	
PonPyg	PAGE family member 3	PAGE3	55879489	55887966	-	ANCESTRAL	GAGE1	no	
PonPyg	spindlin family member 3	SPIN3	57646477	57651204	-	ANCESTRAL	SPIN2A	no	
PonPyg	spindlin family member 4	SPIN4	66345023	66348792	-	SATELLITE	SPIN2A	no	
PonPyg	poly(A) binding protein cytoplasmic 5	PABPC5	95334111	95338852	+	ANCESTRAL	PABPC1L2B	no	
PonPyg	ribosomal protein L36a	RPL36A	105432565	105437478	+	ANCESTRAL	RPL36A-HNRNPH2	no	
PonPyg	armadillo repeat containing X-linked 1	ARMCX1	105591550	105595743	+	ANCESTRAL	ARMCX2	no	
PonPyg	armadillo repeat containing X-linked 3	ARMCX3	105657712	105662766	+	ANCESTRAL	ARMCX2	no	
PonPyg	armadillo repeat containing X-linked 2	ARMCX2	105692516	105697074	-	ANCESTRAL	ARMCX2	no	
PonPyg	t-complex 11 family, X-linked 2	TCP11X2	106499606	106511145	-	AMPLICONIC	TCP11X2	yes	Q11.2A
PonPyg	thymosin beta 15A	TMSB15A	106558412	106561524	-	AMPLICONIC	TMSB15B	yes	Q11.2B
PonPyg	G protein-coupled receptor associated sorting protein 2	GPRASP2	106769323	106773937	+	ANCESTRAL	GPRASP2	no	
PonPyg	G protein-coupled receptor associated sorting protein 1	GPRASP1	106640378	106709506	+	ANCESTRAL	GPRASP2	no	
PonPyg	nuclear RNA export factor 3	NXF3	107142776	107170770	-	ANCESTRAL	NXF2	no	
PonPyg	transcription elongation factor A like 8	TCEAL8	107311159	107313355	-	ANCESTRAL	TCEAL8	no	
PonPyg	cancer/testis antigen family 47 member C1	CT47C1	123230770	123234518	+	ANCESTRAL	CT47C1	no	
PonPyg	small integral membrane protein 10	SMIM10	139435367	139436918	+	ANCESTRAL	SMIM10L2A	no	
PonPyg	small integral membrane protein 10 like 2B	SMIM10L2B	139570089	139577622	-	ANCESTRAL	SMIM10L2A	no	
PonPyg	small integral membrane protein 10 like 2A	SMIM10L2A	139922244	139928342	+	ANCESTRAL	SMIM10L2A	no	
PonPyg	integrator complex subunit 6 like	INTS6L	140038810	140100779	+	ANCESTRAL	SAGE1	no	
PonPyg	sarcoma antigen 1	SAGE1	140389841	140421648	+	ANCESTRAL	SAGE1	no	
PonPyg	MAGE family member A11	MAGEA11	154463490	154468690	-	AMPLICONIC	MAGEB18	no	
PonPyg	transmembrane protein 185A	TMEM185A	154418335	154420987	-	ANCESTRAL	TMEM185A	no	
PonPyg	MAGE family member A8	MAGEA8	154711814	154716427	+	AMPLICONIC	MAGEB18	no	
PonPyg	endothelium and lymphocyte associated ASCH domain 2	EOLA2	154769488	154779181	-	AMPLICONIC	EOLA1	yes	Q17.1B
PonPyg	MAGE family member A4	MAGEA4	156805370	156816982	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member A10	MAGEA10	157021805	157026406	-	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member A2B	MAGEA2B	157622934	157626931	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member A12	MAGEA12	157641743	157645716	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member A2	MAGEA2	157659090	157663085	-	ANCESTRAL	MAGEB18	no	
PonPyg	PNMA family member 5	PNMA5	157916476	157921826	-	ANCESTRAL	PNMA6E	no	
PonPyg	PNMA family member 3	PNMA3	157986140	157990199	+	ANCESTRAL	PNMA6E	no	
PonPyg	MAGE family member A1	MAGEA1	158112155	158116801	+	ANCESTRAL	MAGEB18	no	
PonPyg	PNMA family member 6F	PNMA6F	158273155	158277195	-	ANCESTRAL	PNMA6E	no	
PonPyg	testis expressed 28	TEX28	159159781	159186354	-	ANCESTRAL	TEX28	no	
PonPyg	L antigen family member 3	LAGE3	159373217	159374735	-	AMPLICONIC	LAGE3	no	
PonPyg	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	IKBKG	159437996	159461208	+	ANCESTRAL	IKBKG	no	
PonPyg	coagulation factor VIII	F8	159722678	159945603	-	ANCESTRAL	F8A2	no	
PonPyg	coagulation factor VIII associated 1	F8A1	159780672	159782358	+	ANCESTRAL	F8A2	no	
PonPyg	MAGE family member B6B	MAGEB6B	26717920	26721279	+	ANCESTRAL	MAGEB18	no	
PonPyg	MAGE family member B6	MAGEB6	26751369	26754427	+	ANCESTRAL	MAGEB18	no	
PonPyg	DMRT like family C1	DMRTC1	75971615	76043278	-	ANCESTRAL	DMRTC1B	no	
PonPyg	poly(A) binding protein cytoplasmic 1 like 2B	PABPC1L2B	76121737	76123853	+	AMPLICONIC	PABPC1L2B	yes	Q9B
PonPyg	RAB40A, member RAS oncogene family	RAB40A	107567379	107604631	-	ANCESTRAL	RAB40A	no	
PonPyg	Rhox homeobox family member 2	RHOXF2	124360492	124379337	+	ANCESTRAL	RHOXF2B	no	
PonPyg	heat shock transcription factor family, X-linked member 3	HSFX3	154305209	154306959	-	ANCESTRAL	HSFX3	no	
PonPyg	MAGE family member A9B	MAGEA9B	154402511	154407837	-	ANCESTRAL	MAGEB18	no	
PonPyg	heat shock transcription factor family, X-linked 1	HSFX1	154412914	154415881	-	ANCESTRAL	HSFX1	no	
PonPyg	heat shock transcription factor family, X-linked member 4	HSFX4	154764697	154766296	+	AMPLICONIC	HSFX3	yes	Q17.1B
PonPyg	PNMA family member 6A	PNMA6A	158002122	158003918	+	ANCESTRAL	PNMA6E	no	
PonPyg	opsin 1, medium wave sensitive 3	OPN1MW3	159145175	159159869	+	ANCESTRAL	OPN1LW	no	
PonPyg	granulocyte-macrophage colony-stimulating factor receptor subunit alpha	LOC129025982	1044278	1085262	+	PAR	CSF2RA	no	
PonPyg	cAMP-dependent protein kinase catalytic subunit PRKX-like	LOC129025077	3154528	3460869	-	AMPLICONIC	TBL1X	no	
PonPyg	cAMP-dependent protein kinase catalytic subunit PRKX-like	LOC129025076	3597458	3860985	-	AMPLICONIC	TBL1X	no	
PonPyg	cAMP-dependent protein kinase catalytic subunit PRKX	LOC134737588	3994087	4115038	-	AMPLICONIC	TBL1X	no	
PonPyg	variable charge X-linked-like	LOC129024577	6920320	6921111	-	ANCESTRAL	VCX2	no	
PonPyg	variable charge X-linked-like	LOC129024578	6925385	6926191	-	ANCESTRAL	VCX2	no	
PonPyg	variable charge X-linked-like	LOC129025355	8202586	8227209	+	ANCESTRAL	VCX2	no	
PonPyg	variable charge X-linked-like	LOC129024528	8231144	8231946	+	ANCESTRAL	VCX2	no	
PonPyg	variable charge X-linked-like	LOC129024424	8317228	8878887	+	ANCESTRAL	VCX2	no	
PonPyg	variable charge X-linked-like	LOC129024423	8568118	8568904	-	ANCESTRAL	VCX2	no	
PonPyg	variable charge X-linked-like	LOC129024426	8573872	8574659	-	ANCESTRAL	VCX2	no	
PonPyg	variable charge X-linked-like	LOC134102852	8883152	8883968	+	ANCESTRAL	VCX2	no	
PonPyg	thymosin beta-10-like	LOC129025144	18855878	18856082	+	ANCESTRAL	TMSB15B	no	
PonPyg	melanoma-associated antigen B10	LOC129024733	28248524	28400654	+	ANCESTRAL	MAGEB18	no	
PonPyg	melanoma-associated antigen B10-like	LOC129024734	28409707	28411121	+	ANCESTRAL	MAGEB18	no	
PonPyg	melanoma-associated antigen B10-like	LOC129024736	28430438	28433717	+	ANCESTRAL	MAGEB18	no	
PonPyg	histone H2A-like 3	LOC129024532	37490974	37491685	+	ANCESTRAL	H2AB3	no	
PonPyg	histone H2A-like 3	LOC129025381	38583872	38584309	+	ANCESTRAL	H2AB3	no	
PonPyg	putative protein SSX6	LOC129025033	48855883	48921941	+	AMPLICONIC	SSX4B	yes	Q1.1A
PonPyg	putative protein SSX6	LOC129025032	48930759	48941738	-	AMPLICONIC	SSX4B	yes	Q1.1B
PonPyg	protein SSX7-like	LOC129024390	48958488	48966760	+	AMPLICONIC	SSX4B	yes	Q1.2A
PonPyg	protein SSX1	LOC129024391	48983782	48994798	-	AMPLICONIC	SSX4B	yes	Q1.2A
PonPyg	protein SSX2-like	LOC129025189	49041863	49050349	+	AMPLICONIC	SSX4B	yes	Q1.2A
PonPyg	protein SSX1	LOC129024394	49109659	49120668	+	AMPLICONIC	SSX4B	yes	Q1.2B
PonPyg	protein SSX7-like	LOC129024393	49137702	49145983	-	AMPLICONIC	SSX4B	yes	Q1.2B
PonPyg	putative protein SSX6	LOC129025295	49162559	49173707	+	AMPLICONIC	SSX4B	yes	Q1.2B
PonPyg	protein SSX7-like	LOC129025294	49189545	49198960	-	AMPLICONIC	SSX4B	no	
PonPyg	protein SSX3	LOC129024374	49245929	49256162	-	AMPLICONIC	SSX4B	no	
PonPyg	protein SSX4	LOC129024517	49281957	49324701	+	AMPLICONIC	SSX4B	no	
PonPyg	G antigen 10-like	LOC129023849	50173584	50203874	+	ANCESTRAL	GAGE1	no	
PonPyg	G antigen 2D	LOC129023848	50206064	50212834	+	ANCESTRAL	GAGE1	no	
PonPyg	G antigen 10-like	LOC129025253	50215036	50221777	+	ANCESTRAL	GAGE1	no	
PonPyg	G antigen 2D	LOC129025254	50223977	50230740	+	ANCESTRAL	GAGE1	no	
PonPyg	G antigen 2D	LOC129025209	50232931	50239694	+	ANCESTRAL	GAGE1	no	
PonPyg	G antigen 2D-like	LOC129025210	50241896	50248989	+	ANCESTRAL	GAGE1	no	
PonPyg	diphosphoinositol polyphosphate phosphohydrolase 3-beta-like	LOC129025154	51953474	51958455	+	ANCESTRAL	NUDT10	no	
PonPyg	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC129024991	52134022	52140925	-	ANCESTRAL	NUDT10	no	
PonPyg	centromere protein V-like protein 1	LOC129025060	52305460	52307070	-	AMPLICONIC	CENPVL2	yes	Q3A
PonPyg	centromere protein V-like protein 1	LOC129025140	52334518	52335336	+	AMPLICONIC	CENPVL2	yes	Q3B
PonPyg	putative uncharacterized protein FLJ39060	LOC129025261	52684541	52687680	-	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q4A
PonPyg	melanoma-associated antigen D4	LOC129025262	52695328	52703257	-	AMPLICONIC	MAGED1	yes	Q4A
PonPyg	melanoma-associated antigen D4	LOC129025283	52793437	52801366	+	AMPLICONIC	MAGED1	yes	Q4B
PonPyg	putative uncharacterized protein FLJ39060	LOC129024938	52809014	52812153	+	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q4B
PonPyg	X antigen family member 2	LOC129025074	52971354	52978219	+	ANCESTRAL	GAGE1	no	
PonPyg	X antigen family member 3-like	LOC129024866	52984600	53037538	+	ANCESTRAL	GAGE1	no	
