Species	Gene	Gene_symbol	Start	End	Strand	Class	gene_family_symbol	in_palindrome	palindrome_name	cluster
PanPan	paraneoplastic antigen Ma6E	LOC112438438	153436004	153442768	-	ANCESTRAL	PNMA6E	no		PNMA6E
PanPan	long-wave-sensitive opsin 1	LOC117977619	154186533	154201301	+	ANCESTRAL	OPN1LW	no		OPN1MW
PanPan	medium-wave-sensitive opsin 1	LOC117977940	154226204	154243927	+	ANCESTRAL	OPN1LW	no		OPN1MW
PanPan	testis-specific protein TEX28-like	LOC129395218	154244252	154265660	-	ANCESTRAL	TEX28	no		TEX28
PanPan	cancer/testis antigen 1	LOC117977648	154559129	154560843	+	AMPLICONIC	LAGE3	yes	Q27A	CTAG2
PanPan	endogenous retrovirus group K member 6 Env polyprotein-like	LOC129395411	154567411	154574392	+	AMPLICONIC	endogenous retrovirus group K member 6 Env polyprotein-like	yes	Q27A	PanPan_cluster1
PanPan	cancer/testis antigen 1	LOC100989385	154591619	154593365	-	AMPLICONIC	LAGE3	yes	Q27B	CTAG2
PanPan	NF-kappa-B essential modulator-like	LOC117977645	154613331	154622583	-	AMPLICONIC	IKBKG	yes	Q27B	IKBKG
PanPan	cancer/testis antigen 2	LOC117977677	154626045	154627556	-	AMPLICONIC	LAGE3	yes	Q27B	GorGor_PanPan_PanTro_PonAbe_PonPyg_cluster1
PanPan	histone H2A-Bbd type 2/3	LOC100992822	154863587	154864290	+	ANCESTRAL	H2AB3	no		H2AB1
PanPan	histone H2A-Bbd type 2/3	LOC117977735	155348951	155349647	+	AMPLICONIC	H2AB3	yes	Q28A	H2AB1
PanPan	40-kDa huntingtin-associated protein	LOC100985575	155350477	155352160	+	AMPLICONIC	F8A2	yes	Q28A	F8A3
PanPan	histone H2A-Bbd type 2/3	LOC100984913	155426910	155427606	-	AMPLICONIC	H2AB3	yes	Q28B	H2AB1
GorGor	transducin beta like 1 X-linked	TBL1X	19931534	20187805	+	ANCESTRAL	TBL1X	no		TBL1X
GorGor	thymosin beta 4 X-linked	TMSB4X	23442690	23444831	+	ANCESTRAL	TMSB15B	no		TMSB4X
GorGor	MAGE family member B17	MAGEB17	26644141	26646182	+	ANCESTRAL	MAGEB18	no		MAGEB17
GorGor	MAGE family member B18	MAGEB18	36648210	36650603	+	ANCESTRAL	MAGEB18	no		MAGEB18
GorGor	MAGE family member B5	MAGEB5	36730206	36731391	+	ANCESTRAL	MAGEB18	no		MAGEB5
GorGor	MAGE family member B2	MAGEB2	40732363	40737112	+	ANCESTRAL	MAGEB18	no		MAGEB2_2
GorGor	MAGE family member B3	MAGEB3	40747516	40754510	+	ANCESTRAL	MAGEB18	no		MAGEB3
GorGor	MAGE family member B1	MAGEB1	40760709	40769045	+	ANCESTRAL	MAGEB18	no		MAGEB1
GorGor	MAGE family member B16	MAGEB16	46342754	46348266	+	ANCESTRAL	MAGEB18	no		MAGEB16
GorGor	sperm acrosome associated 5	SPACA5	58407003	58409115	+	ANCESTRAL	SPACA5	no		SPACA5
GorGor	PAGE family member 1	PAGE1	59878458	59886458	-	ANCESTRAL	GAGE1	no		PAGE1
GorGor	PAGE family member 4	PAGE4	60020277	60025291	+	ANCESTRAL	GAGE1	no		PAGE4
GorGor	centromere protein V like 3	CENPVL3	61799485	61802360	-	ANCESTRAL	CENPVL2	no		CENPVL3
GorGor	MAGE family member D1	MAGED1	61985455	62084886	+	ANCESTRAL	MAGED1	no		MAGED1
GorGor	X antigen family member 2	XAGE2	62535784	62542447	+	ANCESTRAL	GAGE1	no		XAGE2
GorGor	X antigen family member 5	XAGE5	62936754	62944018	+	AMPLICONIC	GAGE1	no		XAGE5
GorGor	X antigen family member 3	XAGE3	62986053	62991620	-	AMPLICONIC	GAGE1	no		XAGE3
GorGor	family with sequence similarity 156 member A	FAM156A	63008582	63040515	+	AMPLICONIC	FAM156B	yes	Q8A	FAM156B
GorGor	PAGE family member 2B	PAGE2B	65148838	65151801	+	ANCESTRAL	GAGE1	no		PAGE5
GorGor	PAGE family member 5	PAGE5	65276988	65280678	+	ANCESTRAL	GAGE1	no		PAGE5
GorGor	spindlin family member 3	SPIN3	67124548	67145391	-	ANCESTRAL	SPIN2A	no		SPIN3
GorGor	spindlin family member 4	SPIN4	75053466	75057663	-	ANCESTRAL	SPIN2A	no		SPIN4
GorGor	DMRT like family C1B	DMRTC1B	84513032	84586428	+	AMPLICONIC	DMRTC1B	yes	Q11A	DMRTC1
GorGor	poly(A) binding protein cytoplasmic 1 like 2A	PABPC1L2A	84827112	84829227	-	ANCESTRAL	PABPC1L2B	no		PABPC1L2B
GorGor	poly(A) binding protein cytoplasmic 5	PABPC5	103197799	103204983	+	ANCESTRAL	PABPC1L2B	no		PABPC5
GorGor	ribosomal protein L36a	RPL36A	113167332	113172205	+	ANCESTRAL	RPL36A-HNRNPH2	no		RPL36A
GorGor	armadillo repeat containing X-linked 1	ARMCX1	113283871	113332383	+	ANCESTRAL	ARMCX2	no		ARMCX1
GorGor	armadillo repeat containing X-linked 3	ARMCX3	113401778	113406830	+	ANCESTRAL	ARMCX2	no		ARMCX3
GorGor	armadillo repeat containing X-linked 2	ARMCX2	113434492	113439123	-	ANCESTRAL	ARMCX2	no		ARMCX2
GorGor	thymosin beta 15A	TMSB15A	114290021	114293492	-	ANCESTRAL	TMSB15B	no		TMSB15A
GorGor	G protein-coupled receptor associated sorting protein 2	GPRASP2	114390647	114507646	+	ANCESTRAL	GPRASP2	no		GPRASP2
GorGor	G protein-coupled receptor associated sorting protein 1	GPRASP1	114390640	114449249	+	ANCESTRAL	GPRASP2	no		GPRASP1
GorGor	nuclear RNA export factor 3	NXF3	114855897	115000783	-	ANCESTRAL	NXF2	no		NXF3
GorGor	transcription elongation factor A like 8	TCEAL8	115032346	115034548	-	ANCESTRAL	TCEAL8	no		TCEAL8
GorGor	cancer/testis antigen family 47 member C1	CT47C1	130778774	130785245	+	ANCESTRAL	CT47C1	no		CT47C1
GorGor	embryonic testis differentiation homolog B	ETDB	146897446	146899034	-	AMPLICONIC	ETDA	yes	Q16A	ETDB
GorGor	small integral membrane protein 10 like 2A	SMIM10L2A	147208505	147214673	+	ANCESTRAL	SMIM10L2A	no		SMIM10L2A
GorGor	integrator complex subunit 6 like	INTS6L	147316477	147378348	+	ANCESTRAL	SAGE1	no		INTS6L
GorGor	sarcoma antigen 1	SAGE1	147600589	147620186	+	ANCESTRAL	SAGE1	no		SAGE1
GorGor	MAGE family member C3	MAGEC3	153533360	153594782	+	ANCESTRAL	MAGEB18	no		MAGEC3_2
GorGor	MAGE family member C1	MAGEC1	153600380	153607651	+	AMPLICONIC	MAGEB18	yes	Q20A	MAGEC1
GorGor	chromosome X CXorf51B homolog	CXHXorf51B	158426502	158427167	+	AMPLICONIC	CXorf51B	yes	Q21A	CXorf51B
GorGor	chromosome X CXorf51A homolog	CXHXorf51A	158459356	158460021	-	AMPLICONIC	CXorf51B	yes	Q21B	CXorf51B
GorGor	endothelium and lymphocyte associated ASCH domain 1	EOLA1	161158677	161169413	+	AMPLICONIC	EOLA1	yes	Q22A	EOLA1
GorGor	transmembrane protein 185A	TMEM185A	161414171	161449443	+	AMPLICONIC	TMEM185A	no		TMEM185A
GorGor	MAGE family member A9	MAGEA9	161458542	161464324	+	AMPLICONIC	MAGEB18	yes	Q23B	MAGEA9
GorGor	endothelium and lymphocyte associated ASCH domain 2	EOLA2	161600461	161615356	-	AMPLICONIC	EOLA1	yes	Q22B	EOLA1
GorGor	MAGE family member A4	MAGEA4	163590519	163600784	+	ANCESTRAL	MAGEB18	no		MAGEA1
GorGor	MAGE family member A10	MAGEA10	163809309	163814522	-	ANCESTRAL	MAGEB18	no		MAGEA10
GorGor	MAGE family member A12	MAGEA12	164405219	164411360	-	AMPLICONIC	MAGEB18	no		MAGEA2
GorGor	PNMA family member 5	PNMA5	164668092	164673670	-	ANCESTRAL	PNMA6E	no		PNMA5
GorGor	PNMA family member 3	PNMA3	164735146	164739317	+	AMPLICONIC	PNMA6E	yes	Q26A	PNMA3
GorGor	MAGE family member A1	MAGEA1	164861291	164865952	+	ANCESTRAL	MAGEB18	no		MAGEA1
GorGor	PNMA family member 6F	PNMA6F	165002683	165007218	-	ANCESTRAL	PNMA6E	no		PNMA6F
GorGor	PNMA family member 6E	PNMA6E	165081270	165099741	-	ANCESTRAL	PNMA6E	no		PNMA6E
GorGor	opsin 1, long wave sensitive	OPN1LW	165835816	165850596	+	ANCESTRAL	OPN1LW	no		OPN1MW
GorGor	testis expressed 28	TEX28	165888969	165915262	-	AMPLICONIC	TEX28	no		TEX28
GorGor	L antigen family member 3	LAGE3	166096412	166097934	-	ANCESTRAL	LAGE3	no		LAGE3
GorGor	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	IKBKG	166165197	166186357	+	AMPLICONIC	IKBKG	yes	Q29A	IKBKG
GorGor	coagulation factor VIII	F8	166455425	166652736	-	ANCESTRAL	F8A2	no		F8
GorGor	coagulation factor VIII associated 1	F8A1	166506085	166507768	+	ANCESTRAL	F8A2	no		F8A3
GorGor	MAGE family member B6B	MAGEB6B	36669089	36672186	+	ANCESTRAL	MAGEB18	no		MAGEB6
GorGor	MAGE family member B6	MAGEB6	36702182	36705425	+	ANCESTRAL	MAGEB18	no		MAGEB6
GorGor	SSX family member 4	SSX4	58753745	58763649	+	AMPLICONIC	SSX4B	yes	Q3A	SSX3
GorGor	nudix hydrolase 10	NUDT10	61509985	61515315	+	ANCESTRAL	NUDT10	no		NUDT10
GorGor	zinc finger X-linked duplicated B	ZXDB	67776783	67782257	+	ANCESTRAL	ZXDA	no		ZXDA
GorGor	family with sequence similarity 236 member B	FAM236B	84517975	84518862	-	AMPLICONIC	FAM236C	yes	Q11A	FAM236B
GorGor	poly(A) binding protein cytoplasmic 1 like 2B	PABPC1L2B	84750207	84752765	+	AMPLICONIC	PABPC1L2B	no		PABPC1L2B
GorGor	RAB40A, member RAS oncogene family	RAB40A	115286316	115287245	-	ANCESTRAL	RAB40A	no		RAB40A
GorGor	embryonic testis differentiation homolog C	ETDC	147093904	147094082	+	ANCESTRAL	ETDA	no		ETDB
GorGor	chondrosarcoma associated gene 1	CSAG1	164411396	164417671	+	AMPLICONIC	CSAG1	yes	Q25B	CSAG2
GorGor	PNMA family member 6A	PNMA6A	164751401	164753456	+	AMPLICONIC	PNMA6E	yes	Q26B	PNMA6A
GorGor	coagulation factor VIII associated 3	F8A3	167059435	167061198	-	AMPLICONIC	F8A2	yes	Q30B	F8A3
GorGor	granulocyte-macrophage colony-stimulating factor receptor subunit alpha	LOC129530148	10680927	10726793	+	PAR	CSF2RA	no		CSF2RA
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC101136299	12355061	12356167	-	AMPLICONIC	SPANXA1	yes	Q1.1A	GorGor_cluster1
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC129530063	12552407	12553759	+	AMPLICONIC	SPANXA1	yes	Q2.3B	GorGor_cluster2
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC129530062	12801226	12802579	+	AMPLICONIC	SPANXA1	yes	Q2.4B	GorGor_cluster2
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC129530061	13051112	13052255	+	AMPLICONIC	SPANXA1	no		GorGor_cluster1
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC129530067	13289922	13291040	+	AMPLICONIC	SPANXA1	no		GorGor_cluster1
GorGor	protein kinase cAMP-dependent X-linked catalytic subunit	LOC101127525	13859568	13968596	-	ANCESTRAL	TBL1X	no		PRKX
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC101135574	14084049	14085551	-	AMPLICONIC	SPANXA1	no		GorGor_cluster2
GorGor	sperm protein associated with the nucleus on the X chromosome C-like	LOC129530069	14328099	14329793	-	AMPLICONIC	SPANXA1	no		GorGor_cluster1
GorGor	variable charge X-linked-like	LOC129529790	17003459	17004248	-	ANCESTRAL	VCX2	no		VCX
GorGor	variable charge X-linked-like	LOC115932241	18318980	18320131	+	ANCESTRAL	VCX2	no		VCX
GorGor	variable charge X-linked-like	LOC101136398	18637821	18639569	-	ANCESTRAL	VCX2	no		VCX
GorGor	variable charge X-linked-like	LOC115932281	18934879	18935727	+	ANCESTRAL	VCX2	no		VCX
GorGor	melanoma-associated antigen B10	LOC101152062	38332737	38359504	+	ANCESTRAL	MAGEB18	no		MAGEB10
GorGor	melanoma-associated antigen B10-like	LOC109024653	38335830	38338809	+	ANCESTRAL	MAGEB18	no		GorGor_cluster1
GorGor	melanoma-associated antigen B4	LOC101126547	40758810	40760230	+	ANCESTRAL	MAGEB18	no		MAGEB4
GorGor	histone H2A-like 3	LOC129529901	48351681	48352392	+	ANCESTRAL	H2AB3	no		H2AL3
GorGor	putative protein SSX6	LOC101140047	58510079	58521009	-	ANCESTRAL	SSX4B	no		SSX3
GorGor	protein SSX5	LOC109024635	58566449	58577678	-	ANCESTRAL	SSX4B	no		GorGor_cluster1
GorGor	protein SSX1-like	LOC101151343	58634433	58646702	+	ANCESTRAL	SSX4B	no		SSX3
GorGor	putative protein SSX9	LOC115930166	58664798	58672792	-	AMPLICONIC	SSX4B	no		SSX3
GorGor	protein SSX3	LOC129523569	58716843	58727180	-	AMPLICONIC	SSX4B	no		SSX3
GorGor	protein SSX4-like	LOC115930107	58772438	58781679	-	AMPLICONIC	SSX4B	yes	Q3A	SSX3
GorGor	G antigen 10	LOC101132076	59679425	59694610	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D-like	LOC129529765	59696680	59704028	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D-like	LOC129529767	59706203	59713555	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D-like	LOC129529768	59715730	59723090	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D-like	LOC129529769	59725270	59732619	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D-like	LOC129529770	59734805	59742180	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D	LOC129529771	59744335	59751700	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D	LOC101132445	59753865	59761239	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D-like	LOC129529773	59763413	59770780	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D-like	LOC129529774	59772936	59780294	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D-like	LOC129529775	59782480	59789849	+	ANCESTRAL	GAGE1	no		GAGE1
GorGor	G antigen 2D-like	LOC129529807	59792019	59819484	+	ANCESTRAL	GAGE1	no		GorGor_cluster1
GorGor	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC101141171	61691095	61698108	-	ANCESTRAL	NUDT10	no		NUDT10
GorGor	centromere protein V-like protein 1	LOC101145832	61864022	61865696	-	AMPLICONIC	CENPVL2	yes	Q4A	CENPVL3
GorGor	centromere protein V-like protein 1	LOC101142669	61893485	61895135	+	AMPLICONIC	CENPVL2	yes	Q4B	CENPVL3
GorGor	putative uncharacterized protein FLJ39060	LOC115932410	62240509	62241913	-	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q5A	GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
GorGor	melanoma-associated antigen D4	LOC101146541	62249484	62257746	-	AMPLICONIC	MAGED1	yes	Q5A	MAGED4
GorGor	melanoma-associated antigen D4	LOC101144987	62360254	62368514	+	AMPLICONIC	MAGED1	no		MAGED4
GorGor	putative uncharacterized protein FLJ39060	LOC101147372	62376076	62379260	+	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q5B	GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
GorGor	X antigen family member 1	LOC115932194	62664011	62669079	+	AMPLICONIC	XAGE1A	yes	Q6A	GorGor_cluster1
GorGor	X antigen family member 1	LOC101148088	62680283	62685351	-	AMPLICONIC	XAGE1A	no		GorGor_cluster1
GorGor	X antigen family member 5-like	LOC115932311	62713459	62726293	+	AMPLICONIC	GAGE1	yes	Q6B	GorGor_PanPan_cluster1
GorGor	protein SSX2	LOC101153153	62823559	62833948	-	AMPLICONIC	SSX4B	yes	Q7A	SSX3
GorGor	protein SSX2	LOC129529923	62876872	62915482	+	AMPLICONIC	SSX4B	yes	Q7B	SSX3
GorGor	sperm protein associated with the nucleus on the X chromosome N2	LOC101152064	62921841	62923140	-	AMPLICONIC	SPANXA1	no		SPANXN5
GorGor	protein FAM156A/FAM156B	LOC101125357	63056703	63086157	-	AMPLICONIC	FAM156B	yes	Q8B	FAM156B
GorGor	melanoma-associated antigen D2	LOC101137992	64921852	64930269	+	ANCESTRAL	MAGED1	no		MAGED2
GorGor	trophinin	LOC101139594	64998787	65009635	+	ANCESTRAL	MAGED1	no		TRO
GorGor	X antigen family member 3	LOC101145105	65231931	65243965	+	ANCESTRAL	GAGE1	no		GorGor_cluster2
GorGor	spindlin-2	LOC101152665	67278736	67280607	-	ANCESTRAL	SPIN2A	no		SPIN2A
GorGor	spindlin-2	LOC115932047	67294124	67295995	-	ANCESTRAL	SPIN2A	no		SPIN2A
GorGor	spindlin-2-like	LOC129529676	67309779	67311363	-	ANCESTRAL	SPIN2A	no		SPIN2A
GorGor	zinc finger X-linked protein ZXDB-like	LOC101125479	68078899	68108384	-	ANCESTRAL	ZXDA	no		ZXDA
GorGor	uncharacterized protein CXorf49-like	LOC101141782	83503744	83507464	-	ANCESTRAL	CXorf49B	no		CXorf49
GorGor	uncharacterized protein CXorf49	LOC101143628	83508209	83512195	+	ANCESTRAL	CXorf49B	no		CXorf49
GorGor	doublesex- and mab-3-related transcription factor C1	LOC129530010	84611044	84684493	-	AMPLICONIC	DMRTC1B	yes	Q11B	DMRTC1
GorGor	protein FAM236A	LOC115932941	84678658	84679545	+	AMPLICONIC	FAM236C	yes	Q11B	FAM236B
GorGor	protein ARMCX6-like	LOC101141783	113376541	113377738	+	ANCESTRAL	ARMCX2	no		GorGor_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
GorGor	protein ARMCX6	LOC101138121	113394142	113397033	-	ANCESTRAL	ARMCX2	no		ARMCX6
GorGor	nuclear RNA export factor 2	LOC101143267	113609596	113620813	-	ANCESTRAL	NXF2	no		NXF2
GorGor	T-complex protein 11-like X-linked protein 2	LOC101145835	113995827	114010010	+	AMPLICONIC	TCP11X2	yes	Q13A	TCP11X2
GorGor	nuclear RNA export factor 2	LOC129523474	114041700	114106257	+	AMPLICONIC	NXF2	yes	Q13A	NXF2
GorGor	nuclear RNA export factor 2	LOC101145461	114140054	114204716	-	AMPLICONIC	NXF2	yes	Q13B	NXF2
GorGor	T-complex protein 11-like X-linked protein 2	LOC129530096	114236392	114250594	-	AMPLICONIC	TCP11X2	yes	Q13B	TCP11X2
GorGor	nuclear RNA export factor 2-like	LOC101146896	114339860	114348634	+	ANCESTRAL	NXF2	no		GorGor_cluster1
GorGor	ras-related protein Rab-40A-like	LOC109024738	114559138	114734406	+	ANCESTRAL	RAB40A	no		RAB40A
GorGor	histone H2B type F-M-like	LOC101145971	115754319	115775279	+	ANCESTRAL	H2BW2	no		H2BW1_2
GorGor	thymosin beta-15A	LOC101142541	115754334	115766655	+	ANCESTRAL	TMSB15B	no		TMSB15A
GorGor	thymosin beta-15A-like	LOC101143138	115793331	115847283	-	ANCESTRAL	TMSB15B	no		GorGor_cluster1
GorGor	histone H2B type F-M	LOC101145599	115795053	115800221	-	ANCESTRAL	H2BW2	no		H2BW2
GorGor	histone H2B type W-T	LOC101143505	115815994	115823590	+	ANCESTRAL	H2BW2	no		H2BW1
GorGor	rhox homeobox family member 2	LOC115932259	131775950	131781434	-	AMPLICONIC	RHOXF2B	yes	Q15A	RHOXF2
GorGor	rhox homeobox family member 2	LOC101146547	131863973	131869463	+	AMPLICONIC	RHOXF2B	yes	Q15B	RHOXF2
GorGor	cancer/testis antigen 47A-like	LOC115932251	132579778	132583158	-	ANCESTRAL	CT47C1	no		CT47A4
GorGor	cancer/testis antigen 47A	LOC101125118	132584672	132588038	-	ANCESTRAL	CT47C1	no		CT47A4
GorGor	cancer/testis antigen 47A-like	LOC115932294	132589553	132592919	-	ANCESTRAL	CT47C1	no		CT47A4
GorGor	cancer/testis antigen 47A-like	LOC115932289	132594434	132597799	-	ANCESTRAL	CT47C1	no		CT47A4
GorGor	cancer/testis antigen 47A-like	LOC115932301	132599315	132602638	-	ANCESTRAL	CT47C1	no		CT47A4
GorGor	cancer/testis antigen 47A-like	LOC129529693	132604193	132607528	-	ANCESTRAL	CT47C1	no		CT47A4
GorGor	cancer/testis antigen 47A-like	LOC129529694	132609083	132612461	-	ANCESTRAL	CT47C1	no		CT47A4
GorGor	cancer/testis antigen family 47 member B1	LOC101124756	132613976	132617287	-	ANCESTRAL	CT47C1	no		CT47B1
GorGor	cancer/testis antigen family 47 member B1	LOC129529695	132618813	132622173	-	ANCESTRAL	CT47C1	no		CT47B1
GorGor	cancer/testis antigen 47A	LOC115932226	132625023	132627066	-	ANCESTRAL	CT47C1	no		CT47A4
GorGor	uncharacterized LOC101139234	LOC101139234	146757143	146771742	+	ANCESTRAL	SMIM10L2A	no		SMIM10_2
GorGor	small integral membrane protein 10-like protein 2A	LOC109024768	146870050	146877589	-	ANCESTRAL	SMIM10L2A	no		SMIM10L2A
GorGor	embryonic testis differentiation protein homolog B	LOC115932285	147030406	147031994	+	ANCESTRAL	ETDA	no		ETDB
GorGor	sarcoma antigen 1-like	LOC101144735	147400812	147417342	+	ANCESTRAL	SAGE1	no		GorGor_PonAbe_PonPyg_cluster1
GorGor	cancer/testis antigen family 45 member A6-like	LOC115932143	147502478	147517296	+	AMPLICONIC	CT45A8	yes	Q18.1A	CT45A3
GorGor	cancer/testis antigen family 45 member A6	LOC115932144	147526351	147534992	+	AMPLICONIC	CT45A8	yes	Q18.1A	CT45A3
GorGor	cancer/testis antigen family 45 member A6	LOC115932146	147570628	147579083	-	AMPLICONIC	CT45A8	yes	Q18.1B	CT45A3
GorGor	cancer/testis antigen family 45 member A6	LOC101145464	147586733	147600705	-	ANCESTRAL	CT45A8	no		CT45A3
GorGor	putative MAGE domain-containing protein MAGEA13P	LOC109024728	150190505	150191557	+	ANCESTRAL	MAGEB18	no		GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_cluster1
GorGor	uncharacterized LOC115932372	LOC115932372	151725992	151726778	+	ANCESTRAL	uncharacterized LOC129476473	no		GorGor_PonAbe_PonPyg_SymSyn_cluster1
GorGor	sperm protein associated with the nucleus on the X chromosome A-like	LOC115932322	152716812	152718120	-	AMPLICONIC	SPANXA1	yes	Q19.1B	GorGor_cluster2
GorGor	sperm protein associated with the nucleus on the X chromosome A	LOC101137030	152722589	152723906	+	AMPLICONIC	SPANXA1	yes	Q19.1B	GorGor_cluster2
GorGor	large ribosomal subunit protein eL42-like	LOC134757904	152851861	152852559	+	ANCESTRAL	RPL36A-HNRNPH2	no		GorGor_PanTro_SymSyn_cluster1
GorGor	sperm protein associated with the nucleus on the X chromosome A-like	LOC129529678	153274797	153276291	-	AMPLICONIC	SPANXA1	yes	Q19.4A	GorGor_cluster2
GorGor	sperm protein associated with the nucleus on the X chromosome A-like	LOC115932784	153280401	153281892	+	AMPLICONIC	SPANXA1	yes	Q19.4A	GorGor_cluster2
GorGor	sperm protein associated with the nucleus on the X chromosome A-like	LOC115932783	153388890	153390366	-	ANCESTRAL	SPANXA1	no		GorGor_cluster2
GorGor	melanoma-associated antigen C2	LOC101137392	153901404	153904405	-	ANCESTRAL	MAGEB18	no		MAGEC2
GorGor	sperm protein associated with the nucleus on the X chromosome N4	LOC101138507	154715147	154724084	+	AMPLICONIC	SPANXA1	no		GorGor_cluster3
GorGor	sperm protein associated with the nucleus on the X chromosome N3	LOC101140413	155203280	155212286	-	ANCESTRAL	SPANXA1	no		GorGor_cluster4
GorGor	sperm protein associated with the nucleus on the X chromosome N2-like	LOC101141178	155403491	155412166	-	ANCESTRAL	SPANXA1	no		SPANXN2
GorGor	sperm protein associated with the nucleus on the X chromosome N1	LOC115932374	156897901	156907110	+	ANCESTRAL	SPANXA1	no		SPANXN2
GorGor	melanoma-associated antigen 9	LOC129530018	161251221	161257000	-	AMPLICONIC	MAGEB18	yes	Q23A	MAGEA9
GorGor	heat shock transcription factor, X-linked	LOC101150369	161262051	161264246	-	AMPLICONIC	HSFX3	no		HSFX2
GorGor	transmembrane protein 185A-like	LOC129530020	161266102	161270121	-	AMPLICONIC	TMEM185A	no		TMEM185A_2
GorGor	melanoma-associated antigen 11	LOC101151835	161340699	161346582	+	AMPLICONIC	MAGEB18	no		MAGEA11
GorGor	heat shock transcription factor, X-linked	LOC129530021	161451300	161453494	+	AMPLICONIC	HSFX3	yes	Q23B	HSFX2
GorGor	melanoma-associated antigen 8	LOC129529929	161556073	161560724	+	AMPLICONIC	MAGEB18	no		MAGEA8
GorGor	melanoma-associated antigen 3	LOC129529976	164381206	164384846	+	AMPLICONIC	MAGEB18	yes	Q25A	MAGEA2
GorGor	chondrosarcoma-associated gene 2/3 protein	LOC129529977	164390797	164391874	-	AMPLICONIC	CSAG1	yes	Q25A	CSAG2
GorGor	melanoma-associated antigen 2	LOC129529978	164397067	164401096	+	AMPLICONIC	MAGEB18	no		MAGEA2
GorGor	melanoma-associated antigen 2	LOC129529983	164426196	164430223	-	AMPLICONIC	MAGEB18	yes	Q25B	MAGEA2
GorGor	melanoma-associated antigen 3	LOC129529986	164442448	164446088	-	AMPLICONIC	MAGEB18	yes	Q25B	MAGEA2
GorGor	PNMA family member 6A	LOC101147743	164754064	164756715	-	AMPLICONIC	PNMA6E	no		PNMA6A
GorGor	PWWP domain-containing DNA repair factor 4-like	LOC129529856	164802662	164811289	-	AMPLICONIC	PWWP4	yes	Q27A	GorGor_cluster1
GorGor	PWWP domain-containing DNA repair factor 4-like	LOC129529857	164948186	164961246	+	AMPLICONIC	PWWP4	yes	Q27B	GorGor_cluster1
GorGor	testis-specific protein TEX28	LOC129523516	165849445	165872863	-	ANCESTRAL	TEX28	no		TEX28
GorGor	opsin 1, medium wave sensitive 3	OPN1MW3	165875300	165890835	+	AMPLICONIC	OPN1LW	no		OPN1MW
GorGor	cancer/testis antigen 1	LOC101149184	166202852	166204816	+	AMPLICONIC	LAGE3	no		CTAG2
GorGor	cancer/testis antigen 1	LOC101148825	166228945	166230918	-	AMPLICONIC	LAGE3	yes	Q29B	CTAG2
GorGor	NF-kappa-B essential modulator-like	LOC115932121	166247326	166260939	-	AMPLICONIC	IKBKG	yes	Q29B	IKBKG
GorGor	cancer/testis antigen 2	LOC115932255	166263628	166265306	-	ANCESTRAL	LAGE3	no		GorGor_PanPan_PanTro_PonAbe_PonPyg_cluster1
GorGor	histone H2A-Bbd type 2/3	LOC115932133	166504649	166505271	+	ANCESTRAL	H2AB3	no		H2AB1
GorGor	histone H2A-Bbd type 2/3	LOC101129330	166993398	166994022	+	AMPLICONIC	H2AB3	no		H2AB1
GorGor	40-kDa huntingtin-associated protein	LOC115932395	166994838	166996521	+	AMPLICONIC	F8A2	no		F8A3
GorGor	histone H2A-Bbd type 2/3	LOC115932200	167061934	167062549	-	AMPLICONIC	H2AB3	yes	Q30B	H2AB1
PonPyg	transducin beta like 1 X-linked	TBL1X	9902475	10158774	+	ANCESTRAL	TBL1X	no		TBL1X
PonPyg	thymosin beta 4 X-linked	TMSB4X	13420341	13422529	+	ANCESTRAL	TMSB15B	no		TMSB4X
PonPyg	MAGE family member B17	MAGEB17	16657652	16662111	+	ANCESTRAL	MAGEB18	no		MAGEB17
